id,format,width,height,size_kb,aspect_ratio,pixels
308941468,JPEG,300,400,34.7,0.75,120000
307582948,JPEG,300,400,48.8,0.75,120000
307294224,JPEG,1200,1600,673.0,0.75,1920000
307348837,JPEG,800,1067,356.1,0.75,853600
307772508,JPEG,200,267,15.9,0.75,53400
308942673,JPEG,800,1067,392.0,0.75,853600
307178749,JPEG,800,1067,353.7,0.75,853600
308899774,JPEG,54,155,5.6,0.35,8370
307507382,JPEG,800,1067,473.5,0.75,853600
308574806,JPEG,1200,1600,576.3,0.75,1920000
308031713,JPEG,640,853,166.3,0.75,545920
308274687,JPEG,1200,1600,606.4,0.75,1920000
307061832,JPEG,800,1067,248.6,0.75,853600
308134288,JPEG,640,853,253.3,0.75,545920
308103505,JPEG,300,400,43.6,0.75,120000
307261081,JPEG,1200,1600,633.9,0.75,1920000
307903287,JPEG,200,267,25.1,0.75,53400
307111572,JPEG,93,55,3.4,1.69,5115
307900538,JPEG,101,145,9.8,0.7,14645
308741830,JPEG,300,400,39.2,0.75,120000
308945342,JPEG,200,267,22.2,0.75,53400
307946699,JPEG,480,640,104.5,0.75,307200
308604492,JPEG,300,400,46.5,0.75,120000
307403896,JPEG,393,541,74.6,0.91,212613
307803886,JPEG,300,400,50.7,0.75,120000
308814375,PNG,1200,1600,1480.2,0.75,1920000
307251277,JPEG,800,1067,264.6,0.75,853600
307332297,JPEG,200,267,19.9,0.75,53400
307971964,JPEG,704,1454,436.2,2.11,1023616
307337493,JPEG,150,200,12.7,0.75,30000
307644364,JPEG,640,853,189.2,0.75,545920
308428211,JPEG,188,147,18.4,1.28,27636
307459177,JPEG,413,301,41.6,1.29,124313
307223593,JPEG,800,1067,265.5,0.75,853600
308372788,JPEG,107,166,11.8,0.64,17762
307862640,JPEG,600,800,177.1,0.75,480000
308102003,JPEG,1200,1600,736.9,0.75,1920000
307653417,JPEG,74,193,9.5,0.38,14282
307068120,JPEG,300,400,52.4,0.75,120000
307151039,JPEG,640,853,231.2,0.75,545920
307281287,JPEG,1198,1445,715.3,1.64,1731110
308040497,JPEG,150,200,11.3,0.75,30000
307953703,JPEG,667,1146,276.5,1.49,764382
307940277,JPEG,1200,1600,803.4,0.75,1920000
308704976,JPEG,800,1067,421.9,0.75,853600
308660563,JPEG,1270,1434,859.0,1.26,1821180
308600057,JPEG,300,400,42.6,0.75,120000
308708767,JPEG,1200,1600,855.1,0.75,1920000
308943771,JPEG,1459,149,111.1,1.77,217391
307166626,JPEG,200,267,26.0,0.75,53400
307263977,JPEG,480,640,141.6,0.75,307200
307042169,JPEG,150,200,13.8,0.75,30000
307968775,JPEG,480,640,113.6,0.75,307200
308595326,JPEG,300,400,61.3,0.75,120000
307540688,JPEG,480,640,104.1,0.75,307200
308631562,JPEG,59,83,3.3,0.71,4897
308966748,JPEG,191,66,8.4,2.89,12606
308806854,JPEG,101,101,6.8,1.0,10201
307254677,JPEG,1200,1600,719.6,0.75,1920000
308531702,JPEG,800,1067,315.2,0.75,853600
307089991,JPEG,800,1067,263.3,0.75,853600
308781714,JPEG,800,1067,274.7,0.75,853600
307570794,PNG,1200,1600,1331.2,0.75,1920000
308830081,JPEG,480,640,136.1,0.75,307200
308076659,JPEG,430,1408,309.4,0.63,605440
307053405,JPEG,640,853,220.8,0.75,545920
308230665,JPEG,649,1578,329.0,1.86,1024122
307995287,JPEG,800,1067,469.0,0.75,853600
308495435,JPEG,300,400,39.2,0.75,120000
307190493,JPEG,300,400,55.0,0.75,120000
308654814,JPEG,1200,1600,688.2,0.75,1920000
308850202,JPEG,150,200,8.6,0.75,30000
307614751,JPEG,151,53,5.3,2.85,8003
308836720,JPEG,300,400,42.6,0.75,120000
308184893,JPEG,300,400,49.2,0.75,120000
308040989,JPEG,1200,1600,620.3,0.75,1920000
307909743,JPEG,800,1067,427.2,0.75,853600
307304467,JPEG,800,1067,296.1,0.75,853600
308072284,JPEG,300,400,44.3,0.75,120000
307617236,JPEG,1200,1600,755.5,0.75,1920000
307985710,JPEG,1200,1600,798.1,0.75,1920000
308617807,JPEG,197,69,9.1,2.86,13593
308232640,JPEG,480,640,109.8,0.75,307200
307756823,JPEG,300,400,52.9,0.75,120000
308817148,JPEG,1200,1600,666.5,0.75,1920000
308539729,JPEG,800,1067,422.1,0.75,853600
307459328,JPEG,640,853,173.1,0.75,545920
307946591,JPEG,71,72,3.4,0.99,5112
307248030,JPEG,640,853,256.0,0.75,545920
308615275,JPEG,640,853,223.2,0.75,545920
307050845,JPEG,480,640,165.4,0.75,307200
307513158,JPEG,300,400,34.8,0.75,120000
307836401,JPEG,300,400,56.5,0.75,120000
308665533,JPEG,640,853,248.6,0.75,545920
307982038,JPEG,640,853,214.6,0.75,545920
308865115,JPEG,776,249,91.6,0.76,193224
307633971,JPEG,93,148,9.2,0.63,13764
308273253,JPEG,200,267,17.2,0.75,53400
307962589,JPEG,480,640,133.0,0.75,307200
308255629,JPEG,528,1646,315.3,0.96,869088
308206374,JPEG,841,572,186.8,1.06,481052
308224175,JPEG,200,267,26.3,0.75,53400
307097598,JPEG,480,640,103.5,0.75,307200
307412881,JPEG,172,160,18.3,1.07,27520
307757906,JPEG,800,1067,433.0,0.75,853600
308089866,JPEG,1534,1376,754.2,0.52,2110784
308788436,JPEG,480,640,121.4,0.75,307200
307159334,JPEG,800,1067,361.5,0.75,853600
307912226,JPEG,634,745,140.0,0.9,472330
307859674,JPEG,300,400,39.6,0.75,120000
308659438,JPEG,300,400,49.6,0.75,120000
308493222,JPEG,640,853,274.4,0.75,545920
307540820,JPEG,600,800,224.7,0.75,480000
308035554,JPEG,1386,601,290.5,2.16,832986
308757562,JPEG,480,640,161.7,0.75,307200
308317260,JPEG,150,200,13.8,0.75,30000
308667272,JPEG,192,86,11.0,2.23,16512
308976896,JPEG,371,735,144.2,1.77,272685
308755932,JPEG,480,640,145.8,0.75,307200
307969672,JPEG,173,115,13.3,1.5,19895
307761982,JPEG,800,1067,459.8,0.75,853600
308802796,PNG,96,60,3.8,1.6,5760
308674433,JPEG,1200,1600,976.9,0.75,1920000
307388739,JPEG,300,400,51.1,0.75,120000
307558758,JPEG,800,1067,307.4,0.75,853600
308989593,JPEG,300,400,39.3,0.75,120000
308764048,JPEG,200,267,16.7,0.75,53400
307873097,JPEG,800,1067,404.1,0.75,853600
308279835,JPEG,1446,1781,1248.7,2.11,2575326
308842381,JPEG,640,853,258.3,0.75,545920
308360262,JPEG,800,1067,264.1,0.75,853600
307998337,JPEG,1200,1600,678.6,0.75,1920000
308561247,JPEG,108,128,9.2,0.84,13824
307525603,JPEG,300,400,41.8,0.75,120000
307277954,JPEG,94,88,5.5,1.07,8272
307840081,JPEG,480,640,127.1,0.75,307200
307130863,JPEG,800,1067,246.5,0.75,853600
307881466,JPEG,800,1067,357.9,0.75,853600
307604049,JPEG,600,800,140.0,0.75,480000
307058100,JPEG,600,800,185.4,0.75,480000
307170205,JPEG,153,192,19.6,0.8,29376
307658576,JPEG,640,853,158.7,0.75,545920
307586784,JPEG,1200,1600,753.2,0.75,1920000
307365646,PNG,428,853,277.0,2.2,365084
308785376,JPEG,480,640,102.5,0.75,307200
307020279,JPEG,300,400,44.0,0.75,120000
308156094,JPEG,168,118,13.2,1.42,19824
307279701,JPEG,300,400,37.7,0.75,120000
308690725,JPEG,150,200,11.8,0.75,30000
307276412,JPEG,117,63,4.9,1.86,7371
307984678,JPEG,1200,1600,838.7,0.75,1920000
308244817,JPEG,800,1067,327.7,0.75,853600
308181345,JPEG,200,267,20.8,0.75,53400
307322521,JPEG,800,1067,272.8,0.75,853600
308165619,JPEG,800,1067,289.9,0.75,853600
307885968,JPEG,600,800,222.3,0.75,480000
307873603,PNG,114,101,7.7,1.13,11514
307308457,JPEG,600,800,146.1,0.75,480000
308336302,JPEG,640,853,262.7,0.75,545920
308311205,JPEG,600,800,150.9,0.75,480000
308590411,JPEG,200,267,20.2,0.75,53400
308444695,PNG,600,800,397.3,0.75,480000
308016625,JPEG,200,267,17.9,0.75,53400
307663954,JPEG,600,800,142.8,0.75,480000
308205640,JPEG,800,1067,309.6,0.75,853600
308254200,JPEG,1200,1600,704.4,0.75,1920000
308750681,JPEG,480,640,104.1,0.75,307200
308193228,JPEG,1200,1600,921.0,0.75,1920000
308521604,JPEG,640,853,163.4,0.75,545920
307996940,JPEG,200,267,29.4,0.75,53400
307918190,JPEG,200,267,15.4,0.75,53400
308750628,JPEG,109,128,9.3,0.85,13952
308561494,JPEG,1200,1600,749.8,0.75,1920000
307570378,JPEG,400,343,57.2,1.37,137200
307817527,JPEG,640,853,171.9,0.75,545920
307867687,JPEG,200,267,24.8,0.75,53400
308026470,JPEG,600,800,167.4,0.75,480000
308607642,JPEG,1200,1600,1041.7,0.75,1920000
307853667,JPEG,800,1067,355.3,0.75,853600
308025423,JPEG,640,853,165.9,0.75,545920
307517867,JPEG,640,853,181.1,0.75,545920
308597738,JPEG,133,154,13.7,0.86,20482
308874357,JPEG,480,640,129.8,0.75,307200
308192523,JPEG,200,267,15.3,0.75,53400
308217025,JPEG,600,800,253.8,0.75,480000
308709319,JPEG,600,800,190.7,0.75,480000
307536552,JPEG,800,1067,268.0,0.75,853600
308568114,JPEG,1200,1600,621.9,0.75,1920000
308693123,JPEG,800,1067,311.7,0.75,853600
308942460,JPEG,600,800,168.9,0.75,480000
307309140,JPEG,640,853,237.9,0.75,545920
308988048,JPEG,1200,1600,697.0,0.75,1920000
308821289,JPEG,130,132,11.4,0.98,17160
308151906,JPEG,640,853,281.0,0.75,545920
307998710,JPEG,640,853,177.6,0.75,545920
307832350,PNG,300,400,124.3,0.75,120000
307992979,JPEG,150,200,9.9,0.75,30000
307646134,JPEG,103,298,16.0,1.89,30694
307598645,JPEG,200,267,29.2,0.75,53400
307011096,JPEG,300,400,46.1,0.75,120000
307492242,JPEG,150,200,12.4,0.75,30000
308514945,JPEG,480,640,160.7,0.75,307200
308506859,JPEG,640,853,170.6,0.75,545920
308158835,JPEG,640,853,169.9,0.75,545920
308329694,JPEG,480,640,89.4,0.75,307200
307439416,JPEG,800,1067,448.2,0.75,853600
308948233,JPEG,200,267,21.2,0.75,53400
307010390,JPEG,300,400,37.6,0.75,120000
307098130,JPEG,200,267,20.8,0.75,53400
307122993,JPEG,640,853,266.0,0.75,545920
308045416,JPEG,150,200,14.0,0.75,30000
308828958,PNG,480,640,311.7,0.75,307200
307630753,JPEG,1322,1514,843.4,1.74,2001508
308047733,JPEG,1158,1193,456.7,1.94,1381494
307190379,JPEG,600,800,140.6,0.75,480000
307721062,JPEG,84,126,7.1,0.67,10584
307324572,JPEG,200,267,21.5,0.75,53400
307029804,JPEG,640,853,188.3,0.75,545920
308033914,JPEG,150,200,11.9,0.75,30000
307503871,JPEG,126,76,6.4,1.66,9576
308425345,JPEG,800,1067,432.6,0.75,853600
308248755,JPEG,1354,1769,792.4,2.02,2395226
307374996,JPEG,437,665,146.0,0.63,290605
308554505,JPEG,300,400,35.0,0.75,120000
307629218,JPEG,150,200,12.1,0.75,30000
307773663,JPEG,129,151,13.0,0.85,19479
307444285,JPEG,600,800,202.2,0.75,480000
308316015,JPEG,200,267,23.4,0.75,53400
307604437,JPEG,1226,175,83.4,1.88,214550
308995449,JPEG,300,400,35.6,0.75,120000
307345052,JPEG,800,1067,326.0,0.75,853600
308167595,JPEG,1200,1600,768.7,0.75,1920000
308263744,JPEG,644,237,59.5,2.13,152628
307174655,JPEG,150,200,9.0,0.75,30000
308626748,JPEG,1200,1600,832.8,0.75,1920000
307672062,JPEG,966,667,340.4,1.36,644322
307767104,JPEG,600,800,264.0,0.75,480000
307853545,JPEG,640,853,210.4,0.75,545920
307736297,JPEG,300,400,44.9,0.75,120000
308997482,JPEG,1195,1049,497.3,0.99,1253555
307736903,JPEG,800,1067,271.2,0.75,853600
307040049,JPEG,600,800,160.2,0.75,480000
308413914,JPEG,839,1049,465.1,1.89,880111
308036239,JPEG,1200,1600,649.1,0.75,1920000
307094068,JPEG,480,640,129.6,0.75,307200
308322299,PNG,600,800,332.3,0.75,480000
307683399,JPEG,600,800,177.4,0.75,480000
308245677,PNG,800,1067,950.3,0.75,853600
307277200,JPEG,600,800,235.0,0.75,480000
308206397,JPEG,800,1067,372.3,0.75,853600
308588268,JPEG,1110,249,87.2,0.61,276390
307178343,JPEG,1200,1600,839.1,0.75,1920000
308673644,JPEG,200,267,23.7,0.75,53400
307646569,JPEG,200,267,27.3,0.75,53400
307553412,JPEG,200,267,15.6,0.75,53400
308813676,PNG,480,640,357.7,0.75,307200
308726886,JPEG,1214,185,83.7,2.18,224590
307512180,JPEG,150,200,10.6,0.75,30000
308551577,JPEG,800,1067,266.8,0.75,853600
307367175,JPEG,456,1082,181.2,0.62,493392
308424800,JPEG,85,194,11.0,0.44,16490
307982818,JPEG,162,167,18.0,0.97,27054
308403041,JPEG,75,115,5.8,0.65,8625
308197936,JPEG,300,400,59.9,0.75,120000
308185225,JPEG,800,1067,260.8,0.75,853600
308630724,JPEG,480,640,133.3,0.75,307200
307715967,JPEG,200,267,24.0,0.75,53400
308378689,JPEG,260,648,70.3,1.51,168480
308332277,JPEG,57,144,5.5,0.4,8208
308234049,JPEG,150,200,13.7,0.75,30000
307951214,JPEG,800,1067,261.6,0.75,853600
307241530,JPEG,90,80,4.8,1.12,7200
307005288,JPEG,480,640,132.3,0.75,307200
307445594,JPEG,1200,1600,601.6,0.75,1920000
307375900,JPEG,480,640,138.6,0.75,307200
308996024,JPEG,148,151,14.9,0.98,22348
308970859,JPEG,800,1067,297.3,0.75,853600
308741664,JPEG,200,267,15.3,0.75,53400
308936349,JPEG,200,267,20.6,0.75,53400
308334754,JPEG,1200,1600,935.1,0.75,1920000
307773579,JPEG,145,136,13.1,1.07,19720
307856474,JPEG,300,400,43.6,0.75,120000
307791298,PNG,192,108,13.8,1.78,20736
307649265,JPEG,480,640,89.8,0.75,307200
308624953,JPEG,1200,1600,946.1,0.75,1920000
307403019,JPEG,200,267,22.3,0.75,53400
308240816,JPEG,300,400,41.9,0.75,120000
307476340,JPEG,740,1086,262.5,1.56,803640
308433093,JPEG,800,1067,247.0,0.75,853600
308267500,JPEG,665,166,32.5,0.64,110390
308268426,JPEG,300,400,34.9,0.75,120000
308631615,JPEG,480,640,127.7,0.75,307200
308685912,JPEG,800,1067,245.3,0.75,853600
307082484,PNG,480,640,304.4,0.75,307200
307047647,JPEG,800,1067,311.7,0.75,853600
307656807,JPEG,800,1067,410.3,0.75,853600
307121396,JPEG,600,800,160.0,0.75,480000
308738729,JPEG,1200,1600,553.7,0.75,1920000
308208845,JPEG,1085,263,83.5,0.84,285355
307200986,JPEG,200,267,22.1,0.75,53400
307456920,JPEG,480,640,97.5,0.75,307200
308300952,JPEG,229,432,48.3,1.8,98928
308133097,JPEG,600,800,143.8,0.75,480000
308847579,JPEG,600,800,194.7,0.75,480000
307227086,JPEG,1200,1600,627.5,0.75,1920000
308879855,JPEG,1200,1600,810.8,0.75,1920000
307540285,JPEG,99,173,11.4,0.57,17127
307232653,JPEG,800,1067,430.5,0.75,853600
308735955,JPEG,150,200,13.8,0.75,30000
308942701,JPEG,150,200,10.4,0.75,30000
308384566,JPEG,600,800,211.7,0.75,480000
308731261,JPEG,200,267,18.0,0.75,53400
307655857,JPEG,200,267,27.7,0.75,53400
307088067,JPEG,1200,1600,646.4,0.75,1920000
307149758,JPEG,600,800,170.7,0.75,480000
307536540,JPEG,1200,1600,611.0,0.75,1920000
308048309,JPEG,796,338,86.1,2.19,269048
308788676,JPEG,102,182,12.4,0.56,18564
307882615,JPEG,300,400,38.8,0.75,120000
308508227,JPEG,480,640,89.3,0.75,307200
307655698,JPEG,150,200,12.9,0.75,30000
307576644,JPEG,81,77,4.2,1.05,6237
307974006,JPEG,300,400,51.5,0.75,120000
308283200,JPEG,68,165,7.5,0.41,11220
307494019,JPEG,300,400,55.2,0.75,120000
308713249,JPEG,61,58,2.4,1.05,3538
308059038,JPEG,480,640,95.7,0.75,307200
308544339,JPEG,150,200,9.3,0.75,30000
307387064,JPEG,480,640,128.2,0.75,307200
307914608,JPEG,66,61,2.7,1.08,4026
308055299,JPEG,800,1067,319.4,0.75,853600
308982288,JPEG,600,800,255.5,0.75,480000
308139154,JPEG,806,1683,428.2,1.17,1356498
307482478,JPEG,480,640,156.2,0.75,307200
307782268,JPEG,640,853,162.2,0.75,545920
308055825,JPEG,480,640,95.7,0.75,307200
308936711,JPEG,175,1719,87.3,1.21,300825
307963849,JPEG,200,267,18.8,0.75,53400
307831378,JPEG,600,800,242.4,0.75,480000
308129490,JPEG,1200,1600,935.7,0.75,1920000
308253178,JPEG,1115,623,368.6,1.65,694645
307053856,JPEG,600,800,140.5,0.75,480000
308135472,JPEG,640,853,217.1,0.75,545920
308798277,JPEG,800,1067,391.3,0.75,853600
307984594,JPEG,1518,914,477.7,1.08,1387452
308182248,JPEG,150,200,12.8,0.75,30000
308249840,JPEG,600,800,164.0,0.75,480000
307789352,JPEG,200,267,18.6,0.75,53400
307520569,JPEG,150,200,13.0,0.75,30000
308923441,JPEG,480,640,160.5,0.75,307200
308145618,JPEG,600,800,169.2,0.75,480000
307104653,JPEG,480,640,138.5,0.75,307200
308906869,JPEG,300,400,42.4,0.75,120000
307047365,JPEG,200,267,18.1,0.75,53400
307182612,JPEG,150,200,15.2,0.75,30000
307211819,JPEG,300,400,65.2,0.75,120000
308737370,JPEG,480,640,88.4,0.75,307200
308190452,JPEG,480,640,95.3,0.75,307200
308606531,JPEG,62,112,4.6,0.55,6944
307308922,JPEG,640,853,159.7,0.75,545920
308805850,JPEG,640,853,221.3,0.75,545920
308424875,JPEG,600,800,167.7,0.75,480000
308758829,JPEG,800,1067,247.6,0.75,853600
307995336,JPEG,640,853,285.5,0.75,545920
308357315,JPEG,800,1067,455.3,0.75,853600
308837300,JPEG,640,853,165.0,0.75,545920
308774819,JPEG,1200,1600,676.8,0.75,1920000
307854753,JPEG,84,176,9.9,0.48,14784
308035473,JPEG,300,400,60.1,0.75,120000
308318887,JPEG,150,200,10.5,0.75,30000
308903929,JPEG,86,116,6.7,0.74,9976
307743746,JPEG,412,486,64.3,1.97,200232
308796796,JPEG,600,800,138.2,0.75,480000
308516378,JPEG,300,400,49.8,0.75,120000
307517272,JPEG,480,640,92.6,0.75,307200
308907020,JPEG,150,200,9.0,0.75,30000
308010816,JPEG,197,53,7.0,3.72,10441
308175996,JPEG,300,400,34.6,0.75,120000
307583337,JPEG,1107,286,121.8,1.24,316602
307777088,JPEG,112,52,3.9,2.15,5824
308425013,JPEG,200,267,19.6,0.75,53400
307113930,JPEG,200,267,28.3,0.75,53400
307120752,JPEG,191,106,13.5,1.8,20246
307648798,JPEG,184,93,11.4,1.98,17112
308145181,JPEG,157,73,7.6,2.15,11461
308237997,JPEG,617,493,113.8,1.12,304181
308389882,JPEG,300,400,64.8,0.75,120000
308335661,JPEG,600,800,160.5,0.75,480000
307365990,JPEG,480,640,129.7,0.75,307200
308332956,JPEG,800,1067,400.6,0.75,853600
308662841,JPEG,200,267,19.0,0.75,53400
308177895,JPEG,600,800,161.5,0.75,480000
308428836,JPEG,141,80,7.5,1.76,11280
308267986,JPEG,156,83,8.6,1.88,12948
308594383,JPEG,640,853,158.3,0.75,545920
307065400,JPEG,800,1067,298.2,0.75,853600
308034017,JPEG,200,267,19.8,0.75,53400
307145264,JPEG,1447,527,355.9,2.08,762569
307259655,JPEG,200,267,20.8,0.75,53400
308989362,JPEG,640,853,169.2,0.75,545920
307002286,JPEG,600,800,212.4,0.75,480000
308193115,JPEG,480,640,103.1,0.75,307200
308272012,JPEG,63,133,5.6,0.47,8379
307276642,JPEG,300,400,36.5,0.75,120000
307692358,JPEG,200,267,15.3,0.75,53400
308783508,JPEG,200,267,21.9,0.75,53400
308456900,JPEG,1099,770,303.4,1.27,846230
307376950,PNG,480,640,316.1,0.75,307200
307539337,JPEG,640,853,214.9,0.75,545920
308751508,JPEG,480,640,93.6,0.75,307200
307719206,PNG,800,1067,621.7,0.75,853600
307693635,JPEG,113,116,8.7,0.97,13108
307066200,JPEG,800,1067,297.1,0.75,853600
307360411,JPEG,1522,555,354.4,0.88,844710
308884315,JPEG,200,267,21.3,0.75,53400
307040042,JPEG,611,521,98.2,1.18,318331
307091153,JPEG,150,200,13.2,0.75,30000
307677122,JPEG,200,267,20.4,0.75,53400
308825531,JPEG,640,853,228.9,0.75,545920
308822294,JPEG,300,400,36.3,0.75,120000
308363282,JPEG,1559,784,600.6,1.93,1222256
308143182,JPEG,800,1067,286.4,0.75,853600
308007595,JPEG,600,800,149.3,0.75,480000
308382257,JPEG,300,400,37.9,0.75,120000
308198251,JPEG,163,182,19.8,0.9,29666
307784084,JPEG,55,184,6.7,0.3,10120
307490810,JPEG,1200,1600,748.8,0.75,1920000
308474716,JPEG,1200,1600,831.1,0.75,1920000
308998772,JPEG,640,853,287.7,0.75,545920
308556196,JPEG,150,200,8.9,0.75,30000
307059919,JPEG,640,853,167.0,0.75,545920
308457561,JPEG,600,800,210.2,0.75,480000
307382044,JPEG,150,200,9.3,0.75,30000
307013350,JPEG,300,400,35.7,0.75,120000
308647638,JPEG,800,1067,292.1,0.75,853600
308646080,JPEG,800,1067,310.6,0.75,853600
308049098,JPEG,81,130,7.0,0.62,10530
307529360,JPEG,800,1067,441.3,0.75,853600
308438784,JPEG,131,82,7.2,1.6,10742
308717405,JPEG,300,400,61.2,0.75,120000
308348385,JPEG,150,200,12.7,0.75,30000
308741788,JPEG,800,1067,358.4,0.75,853600
308441551,JPEG,1380,1307,616.8,1.84,1803660
307721308,JPEG,640,853,206.5,0.75,545920
307482094,JPEG,150,200,13.8,0.75,30000
308787045,JPEG,300,400,57.7,0.75,120000
307754430,JPEG,300,400,61.6,0.75,120000
307447180,JPEG,86,156,8.9,0.55,13416
308861264,JPEG,331,583,67.1,0.87,192973
308878691,JPEG,156,127,13.2,1.23,19812
307128453,JPEG,480,640,161.0,0.75,307200
307867830,JPEG,159,130,13.8,1.22,20670
307375907,JPEG,300,400,44.5,0.75,120000
307473691,JPEG,171,144,16.4,1.19,24624
308451373,JPEG,600,800,151.8,0.75,480000
308595344,JPEG,300,400,52.8,0.75,120000
308166568,JPEG,300,400,37.3,0.75,120000
308448313,JPEG,125,106,8.8,1.18,13250
308018464,JPEG,800,1067,256.0,0.75,853600
307775552,JPEG,66,163,7.2,0.4,10758
307102383,JPEG,600,800,188.9,0.75,480000
308508249,JPEG,600,800,180.3,0.75,480000
308454242,JPEG,800,1067,303.3,0.75,853600
308772516,JPEG,480,640,138.3,0.75,307200
308075108,JPEG,800,1067,247.6,0.75,853600
308318946,JPEG,200,267,25.4,0.75,53400
307354110,JPEG,150,200,8.7,0.75,30000
307462064,JPEG,395,1099,205.6,0.61,434105
308302326,JPEG,200,267,16.1,0.75,53400
307855265,JPEG,200,267,15.7,0.75,53400
307179742,JPEG,800,1067,247.4,0.75,853600
308971137,JPEG,800,1067,343.3,0.75,853600
307315382,JPEG,878,147,47.4,1.95,129066
307767148,JPEG,638,891,166.5,1.33,568458
307931081,JPEG,150,200,13.1,0.75,30000
307100827,JPEG,480,640,124.3,0.75,307200
308068599,JPEG,300,400,54.3,0.75,120000
307536927,JPEG,387,353,39.6,1.61,136611
307914340,JPEG,200,267,16.5,0.75,53400
307104995,JPEG,600,800,186.8,0.75,480000
308008796,JPEG,122,190,15.5,0.64,23180
307317493,JPEG,150,200,14.8,0.75,30000
307741718,JPEG,800,1067,247.0,0.75,853600
307226410,JPEG,800,1067,257.1,0.75,853600
308675608,JPEG,150,200,12.4,0.75,30000
307136985,JPEG,600,800,226.5,0.75,480000
308313781,JPEG,76,88,4.5,0.86,6688
307924000,JPEG,800,1067,321.5,0.75,853600
307327381,JPEG,480,640,139.9,0.75,307200
307012185,JPEG,157,134,14.0,1.17,21038
307512737,JPEG,480,640,92.1,0.75,307200
308041026,JPEG,200,267,15.3,0.75,53400
308972342,JPEG,1108,532,205.1,1.24,589456
307891582,JPEG,300,400,35.9,0.75,120000
307317515,JPEG,640,853,211.5,0.75,545920
308812012,JPEG,800,1067,271.3,0.75,853600
308816037,JPEG,193,71,9.1,2.72,13703
308353593,JPEG,200,267,26.1,0.75,53400
308056754,JPEG,480,640,96.5,0.75,307200
307658745,JPEG,62,50,2.1,1.24,3100
308067662,JPEG,200,267,22.9,0.75,53400
308413075,JPEG,1585,1509,833.4,1.49,2391765
308885750,JPEG,480,640,99.5,0.75,307200
308677852,JPEG,300,400,47.8,0.75,120000
308436658,JPEG,193,817,55.0,2.08,157681
307160946,JPEG,150,200,10.1,0.75,30000
308288095,JPEG,800,1067,270.2,0.75,853600
307953265,JPEG,1244,482,245.1,1.39,599608
307502329,JPEG,600,800,236.2,0.75,480000
307395621,JPEG,150,200,9.6,0.75,30000
308994976,JPEG,168,188,21.1,0.89,31584
307456054,JPEG,150,200,8.8,0.75,30000
308281451,JPEG,200,267,21.6,0.75,53400
308766653,JPEG,128,130,11.1,0.98,16640
307491794,JPEG,200,267,16.0,0.75,53400
308630441,PNG,800,1067,773.2,0.75,853600
307313049,JPEG,480,640,88.2,0.75,307200
307006301,JPEG,150,200,9.1,0.75,30000
307120045,PNG,152,85,8.6,1.79,12920
307957432,JPEG,1200,1600,607.6,0.75,1920000
307774843,JPEG,640,853,263.6,0.75,545920
308108313,JPEG,107,1065,56.0,1.25,113955
308129827,JPEG,300,400,52.0,0.75,120000
307576232,JPEG,640,853,277.8,0.75,545920
308963200,JPEG,578,461,140.4,1.51,266458
307296597,JPEG,800,1067,422.7,0.75,853600
307819187,JPEG,146,101,9.8,1.45,14746
307028306,JPEG,317,1210,125.7,2.13,383570
307993779,JPEG,51,129,4.4,0.4,6579
307380815,JPEG,150,200,9.6,0.75,30000
307071755,JPEG,600,800,166.4,0.75,480000
307191618,JPEG,480,640,130.9,0.75,307200
308717923,JPEG,300,400,52.2,0.75,120000
308519565,JPEG,679,305,64.4,1.39,207095
308536202,JPEG,300,400,58.6,0.75,120000
308704979,JPEG,1200,1600,581.1,0.75,1920000
307894922,JPEG,200,267,25.0,0.75,53400
307292392,JPEG,600,800,260.6,0.75,480000
307336714,JPEG,198,53,7.0,3.74,10494
308715052,JPEG,1200,1600,682.9,0.75,1920000
308581742,JPEG,79,194,10.2,0.41,15326
308012782,JPEG,300,400,40.3,0.75,120000
307192740,JPEG,480,640,100.8,0.75,307200
307436222,JPEG,200,267,15.4,0.75,53400
307417675,JPEG,150,200,15.8,0.75,30000
307306695,JPEG,480,640,99.3,0.75,307200
308153522,JPEG,480,640,100.6,0.75,307200
308355690,JPEG,94,155,9.7,0.61,14570
308230898,JPEG,404,1014,150.9,1.33,409656
307426855,JPEG,180,92,11.0,1.96,16560
307022382,JPEG,480,640,169.8,0.75,307200
307029848,JPEG,733,522,175.4,1.08,382626
307618453,JPEG,800,1067,266.8,0.75,853600
307785493,PNG,300,400,90.0,0.75,120000
308179549,JPEG,1200,1600,838.7,0.75,1920000
308827378,JPEG,640,853,276.1,0.75,545920
307985824,JPEG,800,1067,294.8,0.75,853600
307884924,PNG,640,853,404.0,0.75,545920
308734366,JPEG,480,640,114.6,0.75,307200
308507025,JPEG,200,267,18.7,0.75,53400
308139211,JPEG,150,200,10.2,0.75,30000
307507852,JPEG,200,267,25.5,0.75,53400
308180645,JPEG,300,400,55.9,0.75,120000
308621848,JPEG,800,1067,273.6,0.75,853600
308071495,JPEG,1200,1600,783.6,0.75,1920000
308250239,JPEG,100,101,6.7,0.99,10100
308449531,JPEG,480,640,98.2,0.75,307200
308987292,JPEG,640,853,280.0,0.75,545920
307972687,JPEG,135,114,10.3,1.18,15390
308633257,JPEG,480,640,134.8,0.75,307200
307324577,JPEG,300,400,35.5,0.75,120000
